Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,Value,NumericValue,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28119848,MALARIA_TOTAL_CASES,COUNTRY,GHA,YEAR,2013,7 259 892,7259892,2022-02-10T12:40:11Z,2013,01-01-13,31-12-13
28119849,MALARIA_TOTAL_CASES,COUNTRY,GHA,YEAR,2014,8 566 002,8566002,2022-02-10T12:40:11Z,2014,01-01-14,31-12-14
28119850,MALARIA_TOTAL_CASES,COUNTRY,GHA,YEAR,2015,11 678 306,11678306,2022-02-10T12:40:11Z,2015,01-01-15,31-12-15
28119851,MALARIA_TOTAL_CASES,COUNTRY,GHA,YEAR,2016,11 451 328,11451328,2022-02-10T12:40:11Z,2016,01-01-16,31-12-16
28119852,MALARIA_TOTAL_CASES,COUNTRY,GHA,YEAR,2017,13 472 089,13472089,2022-02-10T12:40:11Z,2017,01-01-17,31-12-17
28119853,MALARIA_TOTAL_CASES,COUNTRY,GHA,YEAR,2018,11 154 400,11154400,2022-02-10T12:40:11Z,2018,01-01-18,31-12-18
28119854,MALARIA_TOTAL_CASES,COUNTRY,GHA,YEAR,2019,6 703 687,6703687,2022-02-10T12:40:11Z,2019,01-01-19,31-12-19
28119855,MALARIA_TOTAL_CASES,COUNTRY,GHA,YEAR,2020,5 879 506,5879506,2022-02-10T12:40:11Z,2020,01-01-20,31-12-20
28119856,MALARIA_TOTAL_CASES,COUNTRY,GIN,YEAR,2010,1 117 182,1117182,2022-02-10T12:40:11Z,2010,01-01-10,31-12-10
28119857,MALARIA_TOTAL_CASES,COUNTRY,GIN,YEAR,2011,1 189 016,1189016,2022-02-10T12:40:11Z,2011,01-01-11,31-12-11
28119858,MALARIA_TOTAL_CASES,COUNTRY,GIN,YEAR,2012,1 261 951,1261951,2022-02-10T12:40:11Z,2012,01-01-12,31-12-12
28119859,MALARIA_TOTAL_CASES,COUNTRY,GIN,YEAR,2013,775 341,775341,2022-02-10T12:40:11Z,2013,01-01-13,31-12-13
28119860,MALARIA_TOTAL_CASES,COUNTRY,GIN,YEAR,2014,1 595 828,1595828,2022-02-10T12:40:12Z,2014,01-01-14,31-12-14
28119861,MALARIA_TOTAL_CASES,COUNTRY,GIN,YEAR,2015,895 016,895016,2022-02-10T12:40:12Z,2015,01-01-15,31-12-15
28119862,MALARIA_TOTAL_CASES,COUNTRY,GIN,YEAR,2016,992 146,992146,2022-02-10T12:40:12Z,2016,01-01-16,31-12-16
28119863,MALARIA_TOTAL_CASES,COUNTRY,GIN,YEAR,2017,1 335 323,1335323,2022-02-10T12:40:12Z,2017,01-01-17,31-12-17
28119864,MALARIA_TOTAL_CASES,COUNTRY,GIN,YEAR,2018,1 246 598,1246598,2022-02-10T12:40:12Z,2018,01-01-18,31-12-18
28119865,MALARIA_TOTAL_CASES,COUNTRY,GIN,YEAR,2019,2 143 225,2143225,2022-02-10T12:40:12Z,2019,01-01-19,31-12-19
28119866,MALARIA_TOTAL_CASES,COUNTRY,GIN,YEAR,2020,2 008 976,2008976,2022-02-10T12:40:12Z,2020,01-01-20,31-12-20
28119867,MALARIA_TOTAL_CASES,COUNTRY,GMB,YEAR,2010,194 009,194009,2022-02-10T12:40:12Z,2010,01-01-10,31-12-10
28119868,MALARIA_TOTAL_CASES,COUNTRY,GMB,YEAR,2011,268 020,268020,2022-02-10T12:40:12Z,2011,01-01-11,31-12-11
28119869,MALARIA_TOTAL_CASES,COUNTRY,GMB,YEAR,2012,313 469,313469,2022-02-10T12:40:12Z,2012,01-01-12,31-12-12
28119870,MALARIA_TOTAL_CASES,COUNTRY,GMB,YEAR,2013,281 550,281550,2022-02-10T12:40:12Z,2013,01-01-13,31-12-13
28119871,MALARIA_TOTAL_CASES,COUNTRY,GMB,YEAR,2014,168 256,168256,2022-02-10T12:40:12Z,2014,01-01-14,31-12-14
28119872,MALARIA_TOTAL_CASES,COUNTRY,GMB,YEAR,2015,255 403,255403,2022-02-10T12:40:12Z,2015,01-01-15,31-12-15
28119873,MALARIA_TOTAL_CASES,COUNTRY,GMB,YEAR,2016,164 421,164421,2022-02-10T12:40:12Z,2016,01-01-16,31-12-16
28119874,MALARIA_TOTAL_CASES,COUNTRY,GMB,YEAR,2017,83 668,83668,2022-02-10T12:40:12Z,2017,01-01-17,31-12-17
28119875,MALARIA_TOTAL_CASES,COUNTRY,GMB,YEAR,2018,88 654,88654,2022-02-10T12:40:12Z,2018,01-01-18,31-12-18
28119876,MALARIA_TOTAL_CASES,COUNTRY,GMB,YEAR,2019,53 386,53386,2022-02-10T12:40:12Z,2019,01-01-19,31-12-19
28119877,MALARIA_TOTAL_CASES,COUNTRY,GMB,YEAR,2020,75 801,75801,2022-02-10T12:40:12Z,2020,01-01-20,31-12-20
28119878,MALARIA_TOTAL_CASES,COUNTRY,GNB,YEAR,2010,140 143,140143,2022-02-10T12:40:12Z,2010,01-01-10,31-12-10
28119879,MALARIA_TOTAL_CASES,COUNTRY,GNB,YEAR,2011,174 986,174986,2022-02-10T12:40:12Z,2011,01-01-11,31-12-11
28119880,MALARIA_TOTAL_CASES,COUNTRY,GNB,YEAR,2012,129 684,129684,2022-02-10T12:40:12Z,2012,01-01-12,31-12-12
28119881,MALARIA_TOTAL_CASES,COUNTRY,GNB,YEAR,2013,132 176,132176,2022-02-10T12:40:12Z,2013,01-01-13,31-12-13
28119882,MALARIA_TOTAL_CASES,COUNTRY,GNB,YEAR,2014,102 945,102945,2022-02-10T12:40:12Z,2014,01-01-14,31-12-14
28119883,MALARIA_TOTAL_CASES,COUNTRY,GNB,YEAR,2015,150 085,150085,2022-02-10T12:40:12Z,2015,01-01-15,31-12-15
28119884,MALARIA_TOTAL_CASES,COUNTRY,GNB,YEAR,2016,156 523,156523,2022-02-10T12:40:12Z,2016,01-01-16,31-12-16
28119885,MALARIA_TOTAL_CASES,COUNTRY,GNB,YEAR,2017,152 619,152619,2022-02-10T12:40:12Z,2017,01-01-17,31-12-17
28119886,MALARIA_TOTAL_CASES,COUNTRY,GNB,YEAR,2018,171 075,171075,2022-02-10T12:40:12Z,2018,01-01-18,31-12-18
28119887,MALARIA_TOTAL_CASES,COUNTRY,GNB,YEAR,2019,160 907,160907,2022-02-10T12:40:12Z,2019,01-01-19,31-12-19
28119888,MALARIA_TOTAL_CASES,COUNTRY,GNQ,YEAR,2010,78 095,78095,2022-02-10T12:40:12Z,2010,01-01-10,31-12-10
28119889,MALARIA_TOTAL_CASES,COUNTRY,GNQ,YEAR,2011,37 267,37267,2022-02-10T12:40:12Z,2011,01-01-11,31-12-11
28119890,MALARIA_TOTAL_CASES,COUNTRY,GNQ,YEAR,2012,20 890,20890,2022-02-10T12:40:12Z,2012,01-01-12,31-12-12
28119891,MALARIA_TOTAL_CASES,COUNTRY,GNQ,YEAR,2013,28 438,28438,2022-02-10T12:40:12Z,2013,01-01-13,31-12-13
28119892,MALARIA_TOTAL_CASES,COUNTRY,GNQ,YEAR,2014,20 417,20417,2022-02-10T12:40:12Z,2014,01-01-14,31-12-14
28119893,MALARIA_TOTAL_CASES,COUNTRY,GNQ,YEAR,2015,15 142,15142,2022-02-10T12:40:12Z,2015,01-01-15,31-12-15
28119894,MALARIA_TOTAL_CASES,COUNTRY,GNQ,YEAR,2016,147 714,147714,2022-02-10T12:40:12Z,2016,01-01-16,31-12-16
28119895,MALARIA_TOTAL_CASES,COUNTRY,GNQ,YEAR,2017,15 725,15725,2022-02-10T12:40:12Z,2017,01-01-17,31-12-17
28119896,MALARIA_TOTAL_CASES,COUNTRY,GNQ,YEAR,2018,10 926,10926,2022-02-10T12:40:12Z,2018,01-01-18,31-12-18
28119897,MALARIA_TOTAL_CASES,COUNTRY,GNQ,YEAR,2019,43 897,43897,2022-02-10T12:40:12Z,2019,01-01-19,31-12-19
28119898,MALARIA_TOTAL_CASES,COUNTRY,KEN,YEAR,2010,6 071 583,6071583,2022-02-10T12:40:12Z,2010,01-01-10,31-12-10
28119899,MALARIA_TOTAL_CASES,COUNTRY,KEN,YEAR,2011,11 120 812,11120812,2022-02-10T12:40:12Z,2011,01-01-11,31-12-11
28119900,MALARIA_TOTAL_CASES,COUNTRY,KEN,YEAR,2012,9 335 951,9335951,2022-02-10T12:40:12Z,2012,01-01-12,31-12-12
28119901,MALARIA_TOTAL_CASES,COUNTRY,KEN,YEAR,2013,9 790 796,9790796,2022-02-10T12:40:12Z,2013,01-01-13,31-12-13
28119902,MALARIA_TOTAL_CASES,COUNTRY,KEN,YEAR,2014,9 698 529,9698529,2022-02-10T12:40:12Z,2014,01-01-14,31-12-14
28119903,MALARIA_TOTAL_CASES,COUNTRY,KEN,YEAR,2015,8 219 230,8219230,2022-02-10T12:40:12Z,2015,01-01-15,31-12-15
28119904,MALARIA_TOTAL_CASES,COUNTRY,KEN,YEAR,2016,8 647 072,8647072,2022-02-10T12:40:12Z,2016,01-01-16,31-12-16
28119905,MALARIA_TOTAL_CASES,COUNTRY,KEN,YEAR,2017,8 462 076,8462076,2022-02-10T12:40:12Z,2017,01-01-17,31-12-17
28119906,MALARIA_TOTAL_CASES,COUNTRY,KEN,YEAR,2018,10 875 734,10875734,2022-02-10T12:40:12Z,2018,01-01-18,31-12-18
28119907,MALARIA_TOTAL_CASES,COUNTRY,KEN,YEAR,2019,5 019 389,5019389,2022-02-10T12:40:12Z,2019,01-01-19,31-12-19
28119908,MALARIA_TOTAL_CASES,COUNTRY,KEN,YEAR,2020,6 875 369,6875369,2022-02-10T12:40:12Z,2020,01-01-20,31-12-20
28119909,MALARIA_TOTAL_CASES,COUNTRY,LBR,YEAR,2010,2 675 816,2675816,2022-02-10T12:40:12Z,2010,01-01-10,31-12-10
28119910,MALARIA_TOTAL_CASES,COUNTRY,LBR,YEAR,2011,2 488 331,2488331,2022-02-10T12:40:12Z,2011,01-01-11,31-12-11
28119911,MALARIA_TOTAL_CASES,COUNTRY,LBR,YEAR,2012,1 805 546,1805546,2022-02-10T12:40:12Z,2012,01-01-12,31-12-12
28119912,MALARIA_TOTAL_CASES,COUNTRY,LBR,YEAR,2013,1 483 676,1483676,2022-02-10T12:40:12Z,2013,01-01-13,31-12-13
28119913,MALARIA_TOTAL_CASES,COUNTRY,LBR,YEAR,2014,1 083 513,1083513,2022-02-10T12:40:12Z,2014,01-01-14,31-12-14
28119914,MALARIA_TOTAL_CASES,COUNTRY,LBR,YEAR,2015,1 835 238,1835238,2022-02-10T12:40:12Z,2015,01-01-15,31-12-15
28119915,MALARIA_TOTAL_CASES,COUNTRY,LBR,YEAR,2016,2 343 410,2343410,2022-02-10T12:40:12Z,2016,01-01-16,31-12-16
28119916,MALARIA_TOTAL_CASES,COUNTRY,LBR,YEAR,2017,1 366 176,1366176,2022-02-10T12:40:12Z,2017,01-01-17,31-12-17
28119917,MALARIA_TOTAL_CASES,COUNTRY,LBR,YEAR,2019,1 041 800,1041800,2022-02-10T12:40:12Z,2019,01-01-19,31-12-19
28119918,MALARIA_TOTAL_CASES,COUNTRY,MDG,YEAR,2010,293 910,293910,2022-02-10T12:40:12Z,2010,01-01-10,31-12-10
28119919,MALARIA_TOTAL_CASES,COUNTRY,MDG,YEAR,2011,255 814,255814,2022-02-10T12:40:12Z,2011,01-01-11,31-12-11
28119920,MALARIA_TOTAL_CASES,COUNTRY,MDG,YEAR,2012,456 795,456795,2022-02-10T12:40:12Z,2012,01-01-12,31-12-12
28119921,MALARIA_TOTAL_CASES,COUNTRY,MDG,YEAR,2013,472 644,472644,2022-02-10T12:40:12Z,2013,01-01-13,31-12-13
28119922,MALARIA_TOTAL_CASES,COUNTRY,MDG,YEAR,2014,688 852,688852,2022-02-10T12:40:12Z,2014,01-01-14,31-12-14
28119923,MALARIA_TOTAL_CASES,COUNTRY,MDG,YEAR,2015,1 366 205,1366205,2022-02-10T12:40:12Z,2015,01-01-15,31-12-15
28119924,MALARIA_TOTAL_CASES,COUNTRY,MDG,YEAR,2016,1 216 077,1216077,2022-02-10T12:40:12Z,2016,01-01-16,31-12-16
28119925,MALARIA_TOTAL_CASES,COUNTRY,MDG,YEAR,2017,1 163 807,1163807,2022-02-10T12:40:12Z,2017,01-01-17,31-12-17
28119926,MALARIA_TOTAL_CASES,COUNTRY,MDG,YEAR,2018,1 078 140,1078140,2022-02-10T12:40:12Z,2018,01-01-18,31-12-18
28119927,MALARIA_TOTAL_CASES,COUNTRY,MDG,YEAR,2019,984 304,984304,2022-02-10T12:40:12Z,2019,01-01-19,31-12-19
28119928,MALARIA_TOTAL_CASES,COUNTRY,MDG,YEAR,2020,1 950 471,1950471,2022-02-10T12:40:12Z,2020,01-01-20,31-12-20
28119929,MALARIA_TOTAL_CASES,COUNTRY,MLI,YEAR,2010,2 191 285,2191285,2022-02-10T12:40:12Z,2010,01-01-10,31-12-10
28119930,MALARIA_TOTAL_CASES,COUNTRY,MLI,YEAR,2011,1 961 070,1961070,2022-02-10T12:40:12Z,2011,01-01-11,31-12-11
28119931,MALARIA_TOTAL_CASES,COUNTRY,MLI,YEAR,2012,2 204 724,2204724,2022-02-10T12:40:12Z,2012,01-01-12,31-12-12
28119932,MALARIA_TOTAL_CASES,COUNTRY,MLI,YEAR,2013,2 510 534,2510534,2022-02-10T12:40:12Z,2013,01-01-13,31-12-13
28119933,MALARIA_TOTAL_CASES,COUNTRY,MLI,YEAR,2014,2 593 880,2593880,2022-02-10T12:40:13Z,2014,01-01-14,31-12-14
28119934,MALARIA_TOTAL_CASES,COUNTRY,MLI,YEAR,2015,3 543 576,3543576,2022-02-10T12:40:13Z,2015,01-01-15,31-12-15
28119935,MALARIA_TOTAL_CASES,COUNTRY,MLI,YEAR,2016,2 465 914,2465914,2022-02-10T12:40:13Z,2016,01-01-16,31-12-16
28119936,MALARIA_TOTAL_CASES,COUNTRY,MLI,YEAR,2017,2 456 639,2456639,2022-02-10T12:40:13Z,2017,01-01-17,31-12-17
28119937,MALARIA_TOTAL_CASES,COUNTRY,MLI,YEAR,2018,2 614 104,2614104,2022-02-10T12:40:13Z,2018,01-01-18,31-12-18
28119938,MALARIA_TOTAL_CASES,COUNTRY,MLI,YEAR,2019,3 607 237,3607237,2022-02-10T12:40:13Z,2019,01-01-19,31-12-19
28119939,MALARIA_TOTAL_CASES,COUNTRY,MLI,YEAR,2020,3 379 651,3379651,2022-02-10T12:40:13Z,2020,01-01-20,31-12-20
28119940,MALARIA_TOTAL_CASES,COUNTRY,MOZ,YEAR,2010,3 381 371,3381371,2022-02-10T12:40:13Z,2010,01-01-10,31-12-10
28119941,MALARIA_TOTAL_CASES,COUNTRY,MOZ,YEAR,2011,3 344 413,3344413,2022-02-10T12:40:13Z,2011,01-01-11,31-12-11
28119942,MALARIA_TOTAL_CASES,COUNTRY,MOZ,YEAR,2012,3 296 332,3296332,2022-02-10T12:40:13Z,2012,01-01-12,31-12-12
28119943,MALARIA_TOTAL_CASES,COUNTRY,MOZ,YEAR,2013,4 261 529,4261529,2022-02-10T12:40:13Z,2013,01-01-13,31-12-13
28119944,MALARIA_TOTAL_CASES,COUNTRY,MOZ,YEAR,2014,7 452 733,7452733,2022-02-10T12:40:13Z,2014,01-01-14,31-12-14
28119945,MALARIA_TOTAL_CASES,COUNTRY,MOZ,YEAR,2015,8 306 986,8306986,2022-02-10T12:40:13Z,2015,01-01-15,31-12-15
28119946,MALARIA_TOTAL_CASES,COUNTRY,MOZ,YEAR,2016,10 373 341,10373341,2022-02-10T12:40:13Z,2016,01-01-16,31-12-16
28119947,MALARIA_TOTAL_CASES,COUNTRY,MOZ,YEAR,2017,9 981 277,9981277,2022-02-10T12:40:13Z,2017,01-01-17,31-12-17
28119948,MALARIA_TOTAL_CASES,COUNTRY,MOZ,YEAR,2018,10 339 330,10339330,2022-02-10T12:40:13Z,2018,01-01-18,31-12-18
28119949,MALARIA_TOTAL_CASES,COUNTRY,MOZ,YEAR,2019,11 781 516,11781516,2022-02-10T12:40:13Z,2019,01-01-19,31-12-19
28119950,MALARIA_TOTAL_CASES,COUNTRY,MOZ,YEAR,2020,11 331 009,11331009,2022-02-10T12:40:13Z,2020,01-01-20,31-12-20
28119951,MALARIA_TOTAL_CASES,COUNTRY,MRT,YEAR,2010,234 041,234041,2022-02-10T12:40:13Z,2010,01-01-10,31-12-10
28119952,MALARIA_TOTAL_CASES,COUNTRY,MRT,YEAR,2011,182 909,182909,2022-02-10T12:40:13Z,2011,01-01-11,31-12-11
28119953,MALARIA_TOTAL_CASES,COUNTRY,MRT,YEAR,2012,206 685,206685,2022-02-10T12:40:13Z,2012,01-01-12,31-12-12
28119954,MALARIA_TOTAL_CASES,COUNTRY,MRT,YEAR,2013,182 947,182947,2022-02-10T12:40:13Z,2013,01-01-13,31-12-13
28119955,MALARIA_TOTAL_CASES,COUNTRY,MRT,YEAR,2014,172 326,172326,2022-02-10T12:40:13Z,2014,01-01-14,31-12-14
28119956,MALARIA_TOTAL_CASES,COUNTRY,MRT,YEAR,2015,195 740,195740,2022-02-10T12:40:13Z,2015,01-01-15,31-12-15
28119957,MALARIA_TOTAL_CASES,COUNTRY,MRT,YEAR,2016,171 348,171348,2022-02-10T12:40:13Z,2016,01-01-16,31-12-16
28119958,MALARIA_TOTAL_CASES,COUNTRY,MRT,YEAR,2017,182 677,182677,2022-02-10T12:40:13Z,2017,01-01-17,31-12-17
28119959,MALARIA_TOTAL_CASES,COUNTRY,MRT,YEAR,2018,175 841,175841,2022-02-10T12:40:13Z,2018,01-01-18,31-12-18
28119960,MALARIA_TOTAL_CASES,COUNTRY,MRT,YEAR,2019,135 120,135120,2022-02-10T12:40:13Z,2019,01-01-19,31-12-19
28119961,MALARIA_TOTAL_CASES,COUNTRY,MRT,YEAR,2020,144 709,144709,2022-02-10T12:40:13Z,2020,01-01-20,31-12-20
28119962,MALARIA_TOTAL_CASES,COUNTRY,MWI,YEAR,2010,6 851 108,6851108,2022-02-10T12:40:13Z,2010,01-01-10,31-12-10
28119963,MALARIA_TOTAL_CASES,COUNTRY,MWI,YEAR,2011,5 338 701,5338701,2022-02-10T12:40:13Z,2011,01-01-11,31-12-11
28119964,MALARIA_TOTAL_CASES,COUNTRY,MWI,YEAR,2012,4 922 596,4922596,2022-02-10T12:40:13Z,2012,01-01-12,31-12-12
28119965,MALARIA_TOTAL_CASES,COUNTRY,MWI,YEAR,2013,3 906 838,3906838,2022-02-10T12:40:13Z,2013,01-01-13,31-12-13
28119966,MALARIA_TOTAL_CASES,COUNTRY,MWI,YEAR,2014,5 065 703,5065703,2022-02-10T12:40:13Z,2014,01-01-14,31-12-14
28119967,MALARIA_TOTAL_CASES,COUNTRY,MWI,YEAR,2015,4 933 416,4933416,2022-02-10T12:40:13Z,2015,01-01-15,31-12-15
28119968,MALARIA_TOTAL_CASES,COUNTRY,MWI,YEAR,2016,5 165 386,5165386,2022-02-10T12:40:13Z,2016,01-01-16,31-12-16
28119969,MALARIA_TOTAL_CASES,COUNTRY,MWI,YEAR,2017,5 936 348,5936348,2022-02-10T12:40:13Z,2017,01-01-17,31-12-17
28119970,MALARIA_TOTAL_CASES,COUNTRY,MWI,YEAR,2018,5 865 476,5865476,2022-02-10T12:40:13Z,2018,01-01-18,31-12-18
28119971,MALARIA_TOTAL_CASES,COUNTRY,MWI,YEAR,2019,5 205 920,5205920,2022-02-10T12:40:13Z,2019,01-01-19,31-12-19
28119972,MALARIA_TOTAL_CASES,COUNTRY,MWI,YEAR,2020,7 169 642,7169642,2022-02-10T12:40:13Z,2020,01-01-20,31-12-20
28119973,MALARIA_TOTAL_CASES,COUNTRY,NAM,YEAR,2010,25 889,25889,2022-02-10T12:40:13Z,2010,01-01-10,31-12-10
28119974,MALARIA_TOTAL_CASES,COUNTRY,NAM,YEAR,2011,14 071,14071,2022-02-10T12:40:13Z,2011,01-01-11,31-12-11
28119975,MALARIA_TOTAL_CASES,COUNTRY,NAM,YEAR,2012,3 163,3163,2022-02-10T12:40:13Z,2012,01-01-12,31-12-12
28119976,MALARIA_TOTAL_CASES,COUNTRY,NAM,YEAR,2013,4 775,4775,2022-02-10T12:40:13Z,2013,01-01-13,31-12-13
28119977,MALARIA_TOTAL_CASES,COUNTRY,NAM,YEAR,2014,15 692,15692,2022-02-10T12:40:13Z,2014,01-01-14,31-12-14
28119978,MALARIA_TOTAL_CASES,COUNTRY,NAM,YEAR,2015,12 050,12050,2022-02-10T12:40:13Z,2015,01-01-15,31-12-15
28119979,MALARIA_TOTAL_CASES,COUNTRY,NAM,YEAR,2016,24 869,24869,2022-02-10T12:40:13Z,2016,01-01-16,31-12-16
28119980,MALARIA_TOTAL_CASES,COUNTRY,NAM,YEAR,2017,66 141,66141,2022-02-10T12:40:13Z,2017,01-01-17,31-12-17
28119981,MALARIA_TOTAL_CASES,COUNTRY,NAM,YEAR,2018,36 451,36451,2022-02-10T12:40:13Z,2018,01-01-18,31-12-18
28119982,MALARIA_TOTAL_CASES,COUNTRY,NAM,YEAR,2019,3 440,3440,2022-02-10T12:40:13Z,2019,01-01-19,31-12-19
28119983,MALARIA_TOTAL_CASES,COUNTRY,NAM,YEAR,2020,13 636,13636,2022-02-10T12:40:13Z,2020,01-01-20,31-12-20
28119984,MALARIA_TOTAL_CASES,COUNTRY,NER,YEAR,2010,4 231 896,4231896,2022-02-10T12:40:13Z,2010,01-01-10,31-12-10
28119985,MALARIA_TOTAL_CASES,COUNTRY,NER,YEAR,2011,4 401 099,4401099,2022-02-10T12:40:13Z,2011,01-01-11,31-12-11
28119986,MALARIA_TOTAL_CASES,COUNTRY,NER,YEAR,2012,6 398 943,6398943,2022-02-10T12:40:13Z,2012,01-01-12,31-12-12
28119987,MALARIA_TOTAL_CASES,COUNTRY,NER,YEAR,2013,4 333 905,4333905,2022-02-10T12:40:13Z,2013,01-01-13,31-12-13
28119988,MALARIA_TOTAL_CASES,COUNTRY,NER,YEAR,2014,5 247 235,5247235,2022-02-10T12:40:13Z,2014,01-01-14,31-12-14
28119989,MALARIA_TOTAL_CASES,COUNTRY,NER,YEAR,2015,3 937 742,3937742,2022-02-10T12:40:13Z,2015,01-01-15,31-12-15
28119990,MALARIA_TOTAL_CASES,COUNTRY,NER,YEAR,2016,5 166 336,5166336,2022-02-10T12:40:13Z,2016,01-01-16,31-12-16
28119991,MALARIA_TOTAL_CASES,COUNTRY,NER,YEAR,2017,2 761 268,2761268,2022-02-10T12:40:13Z,2017,01-01-17,31-12-17
28119992,MALARIA_TOTAL_CASES,COUNTRY,NER,YEAR,2018,3 358 058,3358058,2022-02-10T12:40:13Z,2018,01-01-18,31-12-18
28119993,MALARIA_TOTAL_CASES,COUNTRY,NER,YEAR,2019,3 771 451,3771451,2022-02-10T12:40:13Z,2019,01-01-19,31-12-19
28119994,MALARIA_TOTAL_CASES,COUNTRY,NER,YEAR,2020,4 377 938,4377938,2022-02-10T12:40:13Z,2020,01-01-20,31-12-20
28119995,MALARIA_TOTAL_CASES,COUNTRY,NGA,YEAR,2010,3 873 463,3873463,2022-02-10T12:40:13Z,2010,01-01-10,31-12-10
28119996,MALARIA_TOTAL_CASES,COUNTRY,NGA,YEAR,2011,4 306 945,4306945,2022-02-10T12:40:13Z,2011,01-01-11,31-12-11
28119997,MALARIA_TOTAL_CASES,COUNTRY,NGA,YEAR,2012,6 938 519,6938519,2022-02-10T12:40:13Z,2012,01-01-12,31-12-12
28119998,MALARIA_TOTAL_CASES,COUNTRY,NGA,YEAR,2013,12 830 911,12830911,2022-02-10T12:40:13Z,2013,01-01-13,31-12-13
28119999,MALARIA_TOTAL_CASES,COUNTRY,NGA,YEAR,2014,17 257 495,17257495,2022-02-10T12:40:13Z,2014,01-01-14,31-12-14
28120000,MALARIA_TOTAL_CASES,COUNTRY,NGA,YEAR,2015,16 702 261,16702261,2022-02-10T12:40:13Z,2015,01-01-15,31-12-15
28120001,MALARIA_TOTAL_CASES,COUNTRY,NGA,YEAR,2016,23 956 669,23956669,2022-02-10T12:40:13Z,2016,01-01-16,31-12-16
28120002,MALARIA_TOTAL_CASES,COUNTRY,NGA,YEAR,2017,20 219 268,20219268,2022-02-10T12:40:13Z,2017,01-01-17,31-12-17
28120003,MALARIA_TOTAL_CASES,COUNTRY,NGA,YEAR,2018,20 482 380,20482380,2022-02-10T12:40:13Z,2018,01-01-18,31-12-18
28120004,MALARIA_TOTAL_CASES,COUNTRY,NGA,YEAR,2019,23 376 793,23376793,2022-02-10T12:40:13Z,2019,01-01-19,31-12-19
28120005,MALARIA_TOTAL_CASES,COUNTRY,NGA,YEAR,2020,21 580 055,21580055,2022-02-10T12:40:13Z,2020,01-01-20,31-12-20
28120006,MALARIA_TOTAL_CASES,COUNTRY,RWA,YEAR,2010,669 322,669322,2022-02-10T12:40:13Z,2010,01-01-10,31-12-10
28120007,MALARIA_TOTAL_CASES,COUNTRY,RWA,YEAR,2011,273 293,273293,2022-02-10T12:40:13Z,2011,01-01-11,31-12-11
28120008,MALARIA_TOTAL_CASES,COUNTRY,RWA,YEAR,2012,483 470,483470,2022-02-10T12:40:13Z,2012,01-01-12,31-12-12
28120009,MALARIA_TOTAL_CASES,COUNTRY,RWA,YEAR,2013,962 618,962618,2022-02-10T12:40:13Z,2013,01-01-13,31-12-13
28120010,MALARIA_TOTAL_CASES,COUNTRY,RWA,YEAR,2014,1 623 176,1623176,2022-02-10T12:40:13Z,2014,01-01-14,31-12-14
28120011,MALARIA_TOTAL_CASES,COUNTRY,RWA,YEAR,2015,2 505 794,2505794,2022-02-10T12:40:13Z,2015,01-01-15,31-12-15
28120012,MALARIA_TOTAL_CASES,COUNTRY,RWA,YEAR,2016,3 380 568,3380568,2022-02-10T12:40:13Z,2016,01-01-16,31-12-16
28120013,MALARIA_TOTAL_CASES,COUNTRY,RWA,YEAR,2017,5 940 533,5940533,2022-02-10T12:40:14Z,2017,01-01-17,31-12-17
28120014,MALARIA_TOTAL_CASES,COUNTRY,RWA,YEAR,2018,4 231 883,4231883,2022-02-10T12:40:14Z,2018,01-01-18,31-12-18
28120015,MALARIA_TOTAL_CASES,COUNTRY,RWA,YEAR,2019,3 612 822,3612822,2022-02-10T12:40:14Z,2019,01-01-19,31-12-19
28120016,MALARIA_TOTAL_CASES,COUNTRY,RWA,YEAR,2020,2 043 392,2043392,2022-02-10T12:40:14Z,2020,01-01-20,31-12-20
28120017,MALARIA_TOTAL_CASES,COUNTRY,SEN,YEAR,2010,390 515,390515,2022-02-10T12:40:14Z,2010,01-01-10,31-12-10
28120018,MALARIA_TOTAL_CASES,COUNTRY,SEN,YEAR,2011,328 276,328276,2022-02-10T12:40:14Z,2011,01-01-11,31-12-11
28120019,MALARIA_TOTAL_CASES,COUNTRY,SEN,YEAR,2012,390 618,390618,2022-02-10T12:40:14Z,2012,01-01-12,31-12-12
28120020,MALARIA_TOTAL_CASES,COUNTRY,SEN,YEAR,2013,476 147,476147,2022-02-10T12:40:14Z,2013,01-01-13,31-12-13
28120021,MALARIA_TOTAL_CASES,COUNTRY,SEN,YEAR,2014,294 229,294229,2022-02-10T12:40:14Z,2014,01-01-14,31-12-14
28120022,MALARIA_TOTAL_CASES,COUNTRY,SEN,YEAR,2015,502 084,502084,2022-02-10T12:40:14Z,2015,01-01-15,31-12-15
28120023,MALARIA_TOTAL_CASES,COUNTRY,SEN,YEAR,2016,356 276,356276,2022-02-10T12:40:14Z,2016,01-01-16,31-12-16
28120024,MALARIA_TOTAL_CASES,COUNTRY,SEN,YEAR,2017,398 417,398417,2022-02-10T12:40:14Z,2017,01-01-17,31-12-17
28120025,MALARIA_TOTAL_CASES,COUNTRY,SEN,YEAR,2018,536 745,536745,2022-02-10T12:40:14Z,2018,01-01-18,31-12-18
